ARTIKELNAME;Handelssprache;Lokaler Artikelname;Lieferantenartikelnummer;Lieferanten Firmenname;LIEFERANTENNUMMER;Bruttokaufpreis;Zu- und Abschläge Bezeichnung 1;Zu- und Abschläge Preisart 1;Zu- und Abschläge Wert 1;Zu- und Abschläge Bezeichnung 2;Zu- und Abschläge Preisart 2;Zu- und Abschläge Wert 2;Währung;Artikel-Mengeneinheit;Matchcode;Artikel aktiv;Preis-Eintritt;Warengruppen-Name;Warengruppen Beschreibung;Steuersatz;Zugehörigen Verkaufsartikel erstellen oder aktualisieren;Verkaufsartikel-Nummer;Bruttopreis des zugehörigen Verkaufsartikels;Verkaufsartikel-Währung;Vertriebsweg;Vertriebsweg-Steuersatz;Kurztext 1;Handelssprache;Lokalisierte Kurztext 1;Kurztext 2;Handelssprache;Lokalisierte Kurztext 2;Artikelbeschreibung;Handelssprache;Lokalisierte Artikelbeschreibung;Interner Hinweis;Handelssprache;Lokalisierter interner Hinweis;Artikel-Langbeschreibung;Handelssprache;Lokalisierte Lange Artikelbeschreibung;EAN-Nummer;MPN-Nummer;Artikeltyp;Serienartikel;Hersteller;Bruttogewicht;Nettogewicht;Zolltarifnummer;Länge Artikel;Breite Artikel;Höhe Artikel;Herstellertyp;Einführungsdatum;Sicherheitstage;Mindestlagerbestand;Zielbestand;Wiederbeschaffungstage;Durchschnittliche Lieferzeit;Mindestbestellmenge;Gebindemenge;Lieferantenbestand;Dropshipping möglich;In Dropshipping-Automatisierung ignorieren;Kostenstelle Verkauf;Kostenstelle Einkauf;Kostenart;Primäre Bezugsquelle
Aussenecke Aluminium pulverbeschichtet weiss für Abschlussprofil mit 45°-Sichtkante 11 mm, Blister 2 Stück;;;122308112;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1040;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet weiss für Abschlussprofil mit 45°-Sichtkante 11 mm, Blister 2 Stück;;;122308114;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1050;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil mit 45°-Sichtkante Aluminium pulverbeschichtet schwarz 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;122338081;Dural GmbH;10000;14,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1060;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet schwarz für Abschlussprofil mit 45°-Sichtkante 8 mm, Blister 2 Stück;;;122338082;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1070;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet schwarz für Abschlussprofil mit 45°-Sichtkante 8 mm, Blister 2 Stück;;;122338084;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1080;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil mit 45°-Sichtkante Aluminium pulverbeschichtet schwarz 10 mm Länge 250 cm für Wand- und Bodenbeläge;;;122338101;Dural GmbH;10000;15,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1090;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet schwarz für Abschlussprofil mit 45°-Sichtkante 10 mm, Blister 2 Stück;;;122338102;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1100;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet schwarz für Abschlussprofil mit 45°-Sichtkante 10 mm, Blister 2 Stück;;;122338104;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1110;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil mit 45°-Sichtkante Aluminium pulverbeschichtet schwarz 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;122338111;Dural GmbH;10000;16,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1120;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet schwarz für Abschlussprofil mit 45°-Sichtkante 11 mm, Blister 2 Stück;;;122338112;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1130;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet schwarz für Abschlussprofil mit 45°-Sichtkante 11 mm, Blister 2 Stück;;;122338114;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1140;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil mit 45°-Sichtkante Aluminium pulverbeschichtet gold 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;122528081;Dural GmbH;10000;14,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1150;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet gold für Abschlussprofil mit 45°-Sichtkante 8 mm, Blister 2 Stück;;;122528082;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1160;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet gold für Abschlussprofil mit 45°-Sichtkante 8 mm, Blister 2 Stück;;;122528084;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1170;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil mit 45°-Sichtkante Aluminium pulverbeschichtet gold 10 mm Länge 250 cm für Wand- und Bodenbeläge;;;122528101;Dural GmbH;10000;15,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1180;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet gold für Abschlussprofil mit 45°-Sichtkante 10 mm, Blister 2 Stück;;;122528102;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1190;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet gold für Abschlussprofil mit 45°-Sichtkante 10 mm, Blister 2 Stück;;;122528104;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1200;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil mit 45°-Sichtkante Aluminium pulverbeschichtet gold 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;122528111;Dural GmbH;10000;16,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1210;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet gold für Abschlussprofil mit 45°-Sichtkante 11 mm, Blister 2 Stück;;;122528112;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1220;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet gold für Abschlussprofil mit 45°-Sichtkante 11 mm, Blister 2 Stück;;;122528114;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1230;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil mit 45°-Sichtkante Aluminium pulverbeschichtet titan 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;122538081;Dural GmbH;10000;14,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1240;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet titan für Abschlussprofil mit 45°-Sichtkante 8 mm, Blister 2 Stück;;;122538082;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1250;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet titan für Abschlussprofil mit 45°-Sichtkante 8 mm, Blister 2 Stück;;;122538084;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1260;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil mit 45°-Sichtkante Aluminium pulverbeschichtet titan 10 mm Länge 250 cm für Wand- und Bodenbeläge;;;122538101;Dural GmbH;10000;15,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1270;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet titan für Abschlussprofil mit 45°-Sichtkante 10 mm, Blister 2 Stück;;;122538102;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1280;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet titan für Abschlussprofil mit 45°-Sichtkante 10 mm, Blister 2 Stück;;;122538104;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1290;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil mit 45°-Sichtkante Aluminium pulverbeschichtet titan 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;122538111;Dural GmbH;10000;16,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1300;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet titan für Abschlussprofil mit 45°-Sichtkante 11 mm, Blister 2 Stück;;;122538112;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1310;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet titan für Abschlussprofil mit 45°-Sichtkante 11 mm, Blister 2 Stück;;;122538114;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1320;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil mit 45°-Sichtkante Aluminium pulverbeschichtet kupfer 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;122548081;Dural GmbH;10000;14,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1330;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet kupfer für Abschlussprofil mit 45°-Sichtkante 8 mm, Blister 2 Stück;;;122548082;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1340;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet kupfer für Abschlussprofil mit 45°-Sichtkante 8 mm, Blister 2 Stück;;;122548084;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1350;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil mit 45°-Sichtkante Aluminium pulverbeschichtet kupfer 10 mm Länge 250 cm für Wand- und Bodenbeläge;;;122548101;Dural GmbH;10000;15,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1360;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet kupfer für Abschlussprofil mit 45°-Sichtkante 10 mm, Blister 2 Stück;;;122548102;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1370;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet kupfer für Abschlussprofil mit 45°-Sichtkante 10 mm, Blister 2 Stück;;;122548104;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1380;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil mit 45°-Sichtkante Aluminium pulverbeschichtet kupfer 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;122548111;Dural GmbH;10000;16,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1390;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet kupfer für Abschlussprofil mit 45°-Sichtkante 11 mm, Blister 2 Stück;;;122548112;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1400;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet kupfer für Abschlussprofil mit 45°-Sichtkante 11 mm, Blister 2 Stück;;;122548114;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1410;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet bronze 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;122558081;Dural GmbH;10000;14,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1420;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet bronze 8 mm Blister 2 Stück;;;122558082;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1430;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet bronze 8 mm Blister 2 Stück;;;122558084;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1440;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet bronze 10 mm Länge 250 cm für Wand- und Bodenbeläge;;;122558101;Dural GmbH;10000;15,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1450;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet bronze 10 mm Blister 2 Stück;;;122558102;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1460;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet bronze 10 mm Blister 2 Stück;;;122558104;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1470;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet bronze 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;122558111;Dural GmbH;10000;16,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1480;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet bronze 11 mm Blister 2 Stück;;;122558112;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1490;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet bronze 11 mm Blister 2 Stück;;;122558114;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1500;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet graphit 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;122568081;Dural GmbH;10000;14,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1510;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet graphit 8 mm Blister 2 Stück;;;122568082;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1520;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet graphit 8 mm Blister 2 Stück;;;122568084;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1530;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet graphit 10 mm Länge 250 cm für Wand- und Bodenbeläge;;;122568101;Dural GmbH;10000;15,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1540;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet graphit 10 mm Blister 2 Stück;;;122568102;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1550;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet graphit 10 mm Blister 2 Stück;;;122568104;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1560;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet graphit 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;122568111;Dural GmbH;10000;16,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1570;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet graphit 11 mm Blister 2 Stück;;;122568112;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1580;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet graphit 11 mm Blister 2 Stück;;;122568114;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1590;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet gelboliv (RAL 6014) 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;12260148081;Dural GmbH;10000;17,86;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1600;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet gelboliv (RAL 6014) 8 mm Blister 2 Stück;;;12260148082;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1610;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet gelboliv (RAL 6014) 8 mm Blister 2 Stück;;;12260148084;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1620;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet gelboliv (RAL 6014) 10 mm Länge 250 cm für Wand- und Bodenbeläge;;;12260148101;Dural GmbH;10000;19,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1630;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet gelboliv (RAL 6014) 10 mm Blister 2 Stück;;;12260148102;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1640;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet gelboliv (RAL 6014) 10 mm Blister 2 Stück;;;12260148104;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1650;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet gelboliv (RAL 6014) 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;12260148111;Dural GmbH;10000;20,98;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1660;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet gelboliv (RAL 6014) 11 mm Blister 2 Stück;;;12260148112;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1670;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet gelboliv (RAL 6014) 11 mm Blister 2 Stück;;;12260148114;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1680;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet betongrau (RAL 0006500) 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;122658081;Dural GmbH;10000;14,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1690;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet betongrau (RAL 0006500) 8 mm Blister 2 Stück;;;122658082;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1700;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet betongrau (RAL 0006500) 8 mm Blister 2 Stück;;;122658084;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1710;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet moosgrau (RAL 7003) 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270038081;Dural GmbH;10000;17,86;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1720;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet moosgrau (RAL 7003) 8 mm Blister 2 Stück;;;12270038082;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1730;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet moosgrau (RAL 7003) 8 mm Blister 2 Stück;;;12270038084;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1740;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet moosgrau (RAL 7003) 10 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270038101;Dural GmbH;10000;19,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1750;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet moosgrau (RAL 7003) 10 mm Blister 2 Stück;;;12270038102;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1760;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
