ARTIKELNAME;Handelssprache;Lokaler Artikelname;Lieferantenartikelnummer;Lieferanten Firmenname;LIEFERANTENNUMMER;Bruttokaufpreis;Zu- und Abschläge Bezeichnung 1;Zu- und Abschläge Preisart 1;Zu- und Abschläge Wert 1;Zu- und Abschläge Bezeichnung 2;Zu- und Abschläge Preisart 2;Zu- und Abschläge Wert 2;Währung;Artikel-Mengeneinheit;Matchcode;Artikel aktiv;Preis-Eintritt;Warengruppen-Name;Warengruppen Beschreibung;Steuersatz;Zugehörigen Verkaufsartikel erstellen oder aktualisieren;Verkaufsartikel-Nummer;Bruttopreis des zugehörigen Verkaufsartikels;Verkaufsartikel-Währung;Vertriebsweg;Vertriebsweg-Steuersatz;Kurztext 1;Handelssprache;Lokalisierte Kurztext 1;Kurztext 2;Handelssprache;Lokalisierte Kurztext 2;Artikelbeschreibung;Handelssprache;Lokalisierte Artikelbeschreibung;Interner Hinweis;Handelssprache;Lokalisierter interner Hinweis;Artikel-Langbeschreibung;Handelssprache;Lokalisierte Lange Artikelbeschreibung;EAN-Nummer;MPN-Nummer;Artikeltyp;Serienartikel;Hersteller;Bruttogewicht;Nettogewicht;Zolltarifnummer;Länge Artikel;Breite Artikel;Höhe Artikel;Herstellertyp;Einführungsdatum;Sicherheitstage;Mindestlagerbestand;Zielbestand;Wiederbeschaffungstage;Durchschnittliche Lieferzeit;Mindestbestellmenge;Gebindemenge;Lieferantenbestand;Dropshipping möglich;In Dropshipping-Automatisierung ignorieren;Kostenstelle Verkauf;Kostenstelle Einkauf;Kostenart;Primäre Bezugsquelle
Aussenecke für Winkelabschlussprofil strukturbeschichtet cremeweiss (RAL 9001) 10 mm;;;990018104;Dural GmbH;10000;9,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5200;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium strukturbeschichtet cremeweiss (RAL 9001) 11 mm Länge 250 cm;;;990018111;Dural GmbH;10000;11,44;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5210;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil strukturbeschichtet cremeweiss (RAL 9001) 11 mm;;;990018114;Dural GmbH;10000;9,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5220;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium strukturbeschichtet cremeweiss (RAL 9001) 12,5 mm Länge 250 cm;;;990018121;Dural GmbH;10000;12,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5230;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil strukturbeschichtet cremeweiss (RAL 9001) 12,5 mm;;;990018124;Dural GmbH;10000;9,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5240;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil PVC glänzend weiss 300 cm;;;09302060;Dural GmbH;10000;3,9;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5250;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil PVC glänzend weiss 8 mm 300 cm;;;09302080;Dural GmbH;10000;4,06;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5260;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil PVC glänzend weiss 10 mm 300 cm;;;09302100;Dural GmbH;10000;4,34;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5270;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil PVC glänzend weiss 250 cm;;;09308060;Dural GmbH;10000;3,9;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5280;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil PVC glänzend weiss 8 mm 250 cm;;;09308080;Dural GmbH;10000;4,06;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5290;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil PVC glänzend weiss 10 mm 250 cm;;;09308100;Dural GmbH;10000;4,34;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5300;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil PVC glänzend weiss 11 mm 250 cm;;;09308110;Dural GmbH;10000;4,52;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5310;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil PVC glänzend weiss 12,5 mm 250 cm;;;09308120;Dural GmbH;10000;4,68;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5320;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil PVC glänzend schwarz 250 cm;;;09338060;Dural GmbH;10000;3,9;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5330;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil PVC glänzend schwarz 8 mm 250 cm;;;09338080;Dural GmbH;10000;4,06;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5340;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil PVC glänzend schwarz 10 mm 250 cm;;;09338100;Dural GmbH;10000;4,34;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5350;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil PVC glänzend schwarz 12,5 mm 250 cm;;;09338120;Dural GmbH;10000;4,68;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5360;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil PVC glänzend silbergrau 250 cm;;;09518060;Dural GmbH;10000;3,9;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5370;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil PVC glänzend silbergrau 8 mm 250 cm;;;09518080;Dural GmbH;10000;4,06;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5380;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil PVC glänzend silbergrau 10 mm 250 cm;;;09518100;Dural GmbH;10000;4,34;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5390;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil PVC glänzend silbergrau 12,5 mm 250 cm;;;09518120;Dural GmbH;10000;4,68;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5400;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil PVC glänzend schwarz, Höhe 11 mm, Länge 250 cm;;;93381100;Dural GmbH;10000;4,52;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5410;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil PVC glänzend silbergrau 11 mm Länge 250 cm;;;95181100;Dural GmbH;10000;4,52;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.5420;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe für Treppenprofil Edelstahl V2A unbehandelt natur Beutel 10 Stück für Fliesenstufen;;;14020010XK;Dural GmbH;10000;11,32;;;;;;;;;;;;;;;;040.010.0010;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil Edelstahl V2A unbehandelt natur 9 mm Länge 250 cm für Fliesenstufen;;;1402250090;Dural GmbH;10000;26,08;;;;;;;;;;;;;;;;040.010.0020;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil Edelstahl V2A unbehandelt natur 11 mm Länge 250 cm für Fliesenstufen;;;1402250110;Dural GmbH;10000;26,84;;;;;;;;;;;;;;;;040.010.0030;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil mit Auftrittskante Edelstahl V2A unbehandelt natur 9 mm Breite 32 mm Länge 250 cm für Fliesenstufen;;;14028090;Dural GmbH;10000;36,32;;;;;;;;;;;;;;;;040.010.0040;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil mit Auftrittskante Edelstahl V2A unbehandelt natur 11 mm Breite 34 mm Länge 250 cm für Fliesenstufen;;;14028110;Dural GmbH;10000;39,78;;;;;;;;;;;;;;;;040.010.0050;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenprofil Holzoptik Aluminium, Holz glatt eiche 10 mm Länge 250 cm für Fliesenstufen;;;141001250P;Dural GmbH;10000;52,56;;;;;;;;;;;;;;;;040.010.0060;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenprofil Holzoptik Aluminium, Holz glatt eiche 10 mm Länge 250 cm für Fliesenstufen;;;141001250T;Dural GmbH;10000;52,56;;;;;;;;;;;;;;;;040.010.0070;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil mit Auftrittskante Aluminium unbehandelt natur 9 mm Breite 32 mm Länge 300 cm für Fliesenstufen;;;141020901;Dural GmbH;10000;9,52;;;;;;;;;;;;;;;;040.010.0080;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil Aluminium unbehandelt natur 9 mm Länge 250 cm für Fliesenstufen;;;1410250090;Dural GmbH;10000;9,44;;;;;;;;;;;;;;;;040.010.0090;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil breite Ausführung Aluminium unbehandelt natur 9 mm Länge 250 cm für Fliesenstufen;;;14102500901;Dural GmbH;10000;10,34;;;;;;;;;;;;;;;;040.010.0100;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil Aluminium unbehandelt natur 11 mm Länge 250 cm für Fliesenstufen;;;1410250110;Dural GmbH;10000;9,98;;;;;;;;;;;;;;;;040.010.0110;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil breite Ausführung Aluminium unbehandelt natur 11 mm Länge 250 cm für Fliesenstufen;;;14102501101;Dural GmbH;10000;11;;;;;;;;;;;;;;;;040.010.0120;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil Aluminium unbehandelt natur 9 mm Länge 300 cm für Fliesenstufen;;;1410300090;Dural GmbH;10000;9,44;;;;;;;;;;;;;;;;040.010.0130;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil breite Ausführung Aluminium unbehandelt natur 9 mm Länge 300 cm für Fliesenstufen;;;14103000901;Dural GmbH;10000;10,34;;;;;;;;;;;;;;;;040.010.0140;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil Aluminium unbehandelt natur 11 mm Länge 300 cm für Fliesenstufen;;;1410300110;Dural GmbH;10000;9,98;;;;;;;;;;;;;;;;040.010.0150;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil breite Ausführung Aluminium unbehandelt natur 11 mm Länge 300 cm für Fliesenstufen;;;14103001101;Dural GmbH;10000;11;;;;;;;;;;;;;;;;040.010.0160;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil mit Auftrittskante Aluminium unbehandelt natur 9 mm Breite 32 mm Länge 250 cm für Fliesenstufen;;;141080901;Dural GmbH;10000;9,52;;;;;;;;;;;;;;;;040.010.0170;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Metalldruckguss eloxiert silber 9 mm Blister 2 Stück für Fliesenstufen;;;14110903;Dural GmbH;10000;5,44;;;;;;;;;;;;;;;;040.010.0180;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil mit Auftrittskante Aluminium eloxiert silber 9 mm Breite 32 mm Länge 300 cm für Fliesenstufen;;;141120901;Dural GmbH;10000;15,38;;;;;;;;;;;;;;;;040.010.0190;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil mit Auftrittskante Aluminium eloxiert silber 11 mm Breite 34 mm Länge 300 cm für Fliesenstufen;;;141121101;Dural GmbH;10000;16,22;;;;;;;;;;;;;;;;040.010.0200;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil Aluminium eloxiert silber 9 mm Länge 250 cm für Fliesenstufen;;;1411250090;Dural GmbH;10000;13,36;;;;;;;;;;;;;;;;040.010.0210;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil breite Ausführung Aluminium eloxiert silber 9 mm Länge 250 cm für Fliesenstufen;;;14112500901;Dural GmbH;10000;14,7;;;;;;;;;;;;;;;;040.010.0220;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil Aluminium eloxiert silber 11 mm Länge 250 cm für Fliesenstufen;;;1411250110;Dural GmbH;10000;14,02;;;;;;;;;;;;;;;;040.010.0230;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil breite Ausführung Aluminium eloxiert silber 11 mm Länge 250 cm für Fliesenstufen;;;14112501101;Dural GmbH;10000;15,4;;;;;;;;;;;;;;;;040.010.0240;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil breite Ausführung Aluminium eloxiert silber 22 mm Länge 250 cm für Fliesenstufen;;;14112502201;Dural GmbH;10000;16,36;;;;;;;;;;;;;;;;040.010.0250;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil Aluminium eloxiert silber 9 mm Länge 300 cm für Fliesenstufen;;;1411300090;Dural GmbH;10000;13,36;;;;;;;;;;;;;;;;040.010.0260;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil breite Ausführung Aluminium eloxiert silber 9 mm Länge 300 cm für Fliesenstufen;;;14113000901;Dural GmbH;10000;14,7;;;;;;;;;;;;;;;;040.010.0270;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil Aluminium eloxiert silber 11 mm Länge 300 cm für Fliesenstufen;;;1411300110;Dural GmbH;10000;14,02;;;;;;;;;;;;;;;;040.010.0280;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil breite Ausführung Aluminium eloxiert silber 11 mm Länge 300 cm für Fliesenstufen;;;14113001101;Dural GmbH;10000;15,4;;;;;;;;;;;;;;;;040.010.0290;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Arbeitsplatten-Abschlussprofil Aluminium eloxiert silber 9 mm Länge 250 cm für Küchen- und Arbeitsplattenbereiche;;;141180900;Dural GmbH;10000;29,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0010;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Metalldruckguss eloxiert silber 9 mm Blister 2 Stück für Fliesenstufen;;;141180900X;Dural GmbH;10000;16,3;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0020;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Metalldruckguss eloxiert silber 9 mm Blister 2 Stück für Fliesenstufen;;;141180900XI;Dural GmbH;10000;16,3;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0030;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Metalldruckguss eloxiert silber 9 mm Blister 2 Stück für Fliesenstufen;;;141180900XK;Dural GmbH;10000;11,46;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0040;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Metalldruckguss eloxiert silber 9 mm Blister 2 Stück für Fliesenstufen;;;141180900XKL;Dural GmbH;10000;11,46;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0050;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil mit Auftrittskante Aluminium eloxiert silber 9 mm Breite 32 mm Länge 250 cm für Fliesenstufen;;;141180901;Dural GmbH;10000;15,38;;;;;;;;;;;;;;;;040.010.0300;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Metalldruckguss eloxiert silber 9 mm Blister 2 Stück für Fliesenstufen;;;141180902;Dural GmbH;10000;5,44;;;;;;;;;;;;;;;;040.010.0310;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Metalldruckguss eloxiert silber 9 mm Blister 2 Stück für Fliesenstufen;;;141180904;Dural GmbH;10000;5,44;;;;;;;;;;;;;;;;040.010.0320;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Metalldruckguss eloxiert silber 9 mm Blister 2 Stück für Fliesenstufen;;;141180905;Dural GmbH;10000;5,44;;;;;;;;;;;;;;;;040.010.0330;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Arbeitsplatten-Abschlussprofil Aluminium eloxiert silber 11 mm Länge 250 cm für Küchen- und Arbeitsplattenbereiche;;;141181100;Dural GmbH;10000;30,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0060;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Arbeitsplatten-Abschlussprofil Aluminium eloxiert gebürstet silber 11 mm Länge 250 cm für Küchen- und Arbeitsplattenbereiche;;;14118110030;Dural GmbH;10000;39,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0070;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Metalldruckguss eloxiert silber 11 mm Blister 2 Stück für Fliesenstufen;;;141181100X;Dural GmbH;10000;16,3;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0080;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Metalldruckguss eloxiert silber 11 mm Blister 2 Stück für Fliesenstufen;;;141181100XI;Dural GmbH;10000;16,3;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0090;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Metalldruckguss eloxiert silber 11 mm Blister 2 Stück für Fliesenstufen;;;141181100XK;Dural GmbH;10000;11,46;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0100;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Metalldruckguss eloxiert silber 11 mm Blister 2 Stück für Fliesenstufen;;;141181100XKL;Dural GmbH;10000;11,46;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0110;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil mit Auftrittskante Aluminium eloxiert silber 11 mm Breite 34 mm Länge 250 cm für Fliesenstufen;;;141181101;Dural GmbH;10000;16,22;;;;;;;;;;;;;;;;040.010.0340;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium eloxiert gebürstet silber 11 mm Blister 2 Stück für Fliesenstufen;;;141181101X;Dural GmbH;10000;20,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0120;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Aluminium eloxiert gebürstet silber 11 mm Blister 2 Stück für Fliesenstufen;;;141181101XI;Dural GmbH;10000;20,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0130;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Aluminium eloxiert gebürstet silber 11 mm Blister 2 Stück für Fliesenstufen;;;141181101XKL;Dural GmbH;10000;14,58;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0140;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium eloxiert gebürstet silber 11 mm Blister 2 Stück für Fliesenstufen;;;141181101XKR;Dural GmbH;10000;14,58;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0150;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Metalldruckguss eloxiert silber 11 mm Blister 2 Stück für Fliesenstufen;;;141181102;Dural GmbH;10000;5,44;;;;;;;;;;;;;;;;040.010.0350;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Metalldruckguss eloxiert silber 11 mm Blister 2 Stück für Fliesenstufen;;;141181103;Dural GmbH;10000;5,44;;;;;;;;;;;;;;;;040.010.0360;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Metalldruckguss eloxiert silber 11 mm Blister 2 Stück für Fliesenstufen;;;141181104;Dural GmbH;10000;5,44;;;;;;;;;;;;;;;;040.010.0370;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Metalldruckguss eloxiert silber 11 mm Blister 2 Stück für Fliesenstufen;;;141181105;Dural GmbH;10000;5,44;;;;;;;;;;;;;;;;040.010.0380;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Arbeitsplatten-Abschlussprofil Aluminium eloxiert silber 13,5 mm Länge 250 cm für Küchen- und Arbeitsplattenbereiche;;;141181300;Dural GmbH;10000;30,92;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0160;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Arbeitsplatten-Abschlussprofil Aluminium eloxiert gebürstet silber 13,5 mm Länge 250 cm für Küchen- und Arbeitsplattenbereiche;;;14118130030;Dural GmbH;10000;40,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0170;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Metalldruckguss eloxiert silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141181300X;Dural GmbH;10000;16,3;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0180;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Metalldruckguss eloxiert silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141181300XI;Dural GmbH;10000;16,3;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0190;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Metalldruckguss eloxiert silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141181300XK;Dural GmbH;10000;11,46;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0200;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Metalldruckguss eloxiert silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141181300XKL;Dural GmbH;10000;11,46;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0210;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Aluminium eloxiert gebürstet silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141181301XI;Dural GmbH;10000;20,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0220;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
